image,error_type,gt_label,pred_label,iou,stage1_confidence,stage2_confidence
light_01_mouse_bite_12_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_01_mouse_bite_12_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_01_mouse_bite_17_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_01_mouse_bite_17_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_01_open_circuit_09_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_01_open_circuit_12_3_600.jpg,missed_detection,open_circuit,,0.000000,,
light_01_open_circuit_14_2_600.jpg,missed_detection,open_circuit,,0.000000,,
light_01_open_circuit_18_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_01_open_circuit_18_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_01_short_01_2_600.jpg,missed_detection,short,,0.000000,,
light_01_short_01_2_600.jpg,missed_detection,short,,0.000000,,
light_01_short_10_2_600.jpg,missed_detection,short,,0.000000,,
light_01_short_10_2_600.jpg,missed_detection,short,,0.000000,,
light_01_short_10_2_600.jpg,missed_detection,short,,0.000000,,
light_01_spur_14_1_600.jpg,missed_detection,spur,,0.000000,,
light_01_spur_14_1_600.jpg,missed_detection,spur,,0.000000,,
light_01_spur_14_1_600.jpg,missed_detection,spur,,0.000000,,
light_01_spurious_copper_01_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_01_spurious_copper_01_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_01_spurious_copper_06_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_01_spurious_copper_13_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_missing_hole_07_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_07_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_07_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_08_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_08_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_14_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_14_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_18_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_18_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_18_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_19_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_missing_hole_20_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_04_mouse_bite_02_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_02_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_03_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_06_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_06_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_08_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_09_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_09_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_09_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_10_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_mouse_bite_14_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_04_open_circuit_04_3_600.jpg,missed_detection,open_circuit,,0.000000,,
light_04_open_circuit_05_3_600.jpg,missed_detection,open_circuit,,0.000000,,
light_04_open_circuit_05_3_600.jpg,missed_detection,open_circuit,,0.000000,,
light_04_open_circuit_06_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_04_open_circuit_06_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_04_open_circuit_14_3_600.jpg,missed_detection,open_circuit,,0.000000,,
light_04_short_01_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_01_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_03_3_600.jpg,missed_detection,short,,0.000000,,
light_04_short_05_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_05_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_05_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_05_2_600.jpg,missed_detection,short,,0.000000,,
light_04_short_09_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_13_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_13_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_14_1_600.jpg,missed_detection,short,,0.000000,,
light_04_short_17_3_600.jpg,missed_detection,short,,0.000000,,
light_04_short_17_3_600.jpg,missed_detection,short,,0.000000,,
light_04_short_20_3_600.jpg,missed_detection,short,,0.000000,,
light_04_spur_04_5_600.jpg,missed_detection,spur,,0.000000,,
light_04_spur_07_2_600.jpg,missed_detection,spur,,0.000000,,
light_04_spur_13_1_600.jpg,missed_detection,spur,,0.000000,,
light_04_spur_13_3_600.jpg,missed_detection,spur,,0.000000,,
light_04_spur_17_3_600.jpg,missed_detection,spur,,0.000000,,
light_04_spur_17_3_600.jpg,missed_detection,spur,,0.000000,,
light_04_spurious_copper_01_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_01_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_01_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_06_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_06_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_07_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_07_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_07_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_07_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_11_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_11_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_13_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_13_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_04_spurious_copper_13_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_missing_hole_04_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_05_missing_hole_04_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_05_missing_hole_07_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_05_missing_hole_07_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_05_missing_hole_10_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_05_mouse_bite_06_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_06_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_07_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_07_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_07_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_09_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_09_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_09_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_mouse_bite_10_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_05_open_circuit_02_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_05_open_circuit_05_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_05_open_circuit_05_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_05_short_04_2_600.jpg,missed_detection,short,,0.000000,,
light_05_short_04_2_600.jpg,missed_detection,short,,0.000000,,
light_05_short_04_2_600.jpg,missed_detection,short,,0.000000,,
light_05_short_07_2_600.jpg,missed_detection,short,,0.000000,,
light_05_spur_02_1_600.jpg,missed_detection,spur,,0.000000,,
light_05_spur_02_1_600.jpg,missed_detection,spur,,0.000000,,
light_05_spur_02_1_600.jpg,missed_detection,spur,,0.000000,,
light_05_spur_07_3_600.jpg,missed_detection,spur,,0.000000,,
light_05_spur_07_3_600.jpg,missed_detection,spur,,0.000000,,
light_05_spur_09_1_600.jpg,missed_detection,spur,,0.000000,,
light_05_spur_09_1_600.jpg,missed_detection,spur,,0.000000,,
light_05_spurious_copper_01_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_spurious_copper_01_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_spurious_copper_01_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_spurious_copper_05_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_spurious_copper_05_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_spurious_copper_05_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_05_spurious_copper_08_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_missing_hole_05_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_05_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_05_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_05_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_06_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_06_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_06_mouse_bite_02_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_06_mouse_bite_02_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_06_mouse_bite_02_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_06_mouse_bite_08_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_06_mouse_bite_08_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_06_mouse_bite_08_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_06_open_circuit_05_2_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_07_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_07_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_07_2_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_07_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_07_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_07_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_09_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_09_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_09_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_open_circuit_09_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_06_short_01_3_600.jpg,missed_detection,short,,0.000000,,
light_06_short_01_3_600.jpg,missed_detection,short,,0.000000,,
light_06_short_03_2_600.jpg,missed_detection,short,,0.000000,,
light_06_short_03_2_600.jpg,missed_detection,short,,0.000000,,
light_06_short_03_2_600.jpg,missed_detection,short,,0.000000,,
light_06_short_05_4_600.jpg,missed_detection,short,,0.000000,,
light_06_short_05_4_600.jpg,missed_detection,short,,0.000000,,
light_06_short_09_2_600.jpg,missed_detection,short,,0.000000,,
light_06_short_09_2_600.jpg,missed_detection,short,,0.000000,,
light_06_spur_02_2_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_02_2_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_02_2_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_03_3_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_03_5_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_03_5_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_03_5_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_09_4_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_09_4_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_09_4_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_10_5_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_10_5_600.jpg,missed_detection,spur,,0.000000,,
light_06_spur_10_5_600.jpg,missed_detection,spur,,0.000000,,
light_06_spurious_copper_03_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_03_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_03_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_06_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_06_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_07_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_07_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_08_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_08_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_06_spurious_copper_08_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_missing_hole_02_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_02_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_04_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_07_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_10_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_10_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_10_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_missing_hole_10_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_07_mouse_bite_02_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_07_mouse_bite_03_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_07_mouse_bite_03_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_07_mouse_bite_03_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_07_mouse_bite_07_3_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_07_mouse_bite_08_4_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_07_open_circuit_07_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_07_short_01_4_600.jpg,missed_detection,short,,0.000000,,
light_07_short_01_4_600.jpg,missed_detection,short,,0.000000,,
light_07_short_01_4_600.jpg,missed_detection,short,,0.000000,,
light_07_short_01_4_600.jpg,missed_detection,short,,0.000000,,
light_07_short_02_5_600.jpg,missed_detection,short,,0.000000,,
light_07_short_02_5_600.jpg,missed_detection,short,,0.000000,,
light_07_short_02_5_600.jpg,missed_detection,short,,0.000000,,
light_07_short_02_5_600.jpg,missed_detection,short,,0.000000,,
light_07_short_04_1_600.jpg,missed_detection,short,,0.000000,,
light_07_short_04_1_600.jpg,missed_detection,short,,0.000000,,
light_07_short_08_4_600.jpg,missed_detection,short,,0.000000,,
light_07_short_10_4_600.jpg,missed_detection,short,,0.000000,,
light_07_spur_02_2_600.jpg,missed_detection,spur,,0.000000,,
light_07_spur_03_4_600.jpg,missed_detection,spur,,0.000000,,
light_07_spur_08_1_600.jpg,missed_detection,spur,,0.000000,,
light_07_spur_08_1_600.jpg,missed_detection,spur,,0.000000,,
light_07_spur_09_2_600.jpg,missed_detection,spur,,0.000000,,
light_07_spur_09_2_600.jpg,missed_detection,spur,,0.000000,,
light_07_spurious_copper_01_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_01_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_02_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_03_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_04_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_09_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_09_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_09_5_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_09_5_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_07_spurious_copper_09_5_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_missing_hole_04_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_04_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_04_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_09_5_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_missing_hole_10_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_08_mouse_bite_02_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_08_mouse_bite_02_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_08_mouse_bite_04_5_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_08_mouse_bite_06_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_08_mouse_bite_06_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_08_open_circuit_01_2_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_01_2_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_04_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_04_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_06_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_06_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_07_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_open_circuit_07_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_08_short_01_5_600.jpg,missed_detection,short,,0.000000,,
light_08_short_06_1_600.jpg,missed_detection,short,,0.000000,,
light_08_spur_01_1_600.jpg,missed_detection,spur,,0.000000,,
light_08_spur_02_4_600.jpg,missed_detection,spur,,0.000000,,
light_08_spur_02_4_600.jpg,missed_detection,spur,,0.000000,,
light_08_spur_02_4_600.jpg,missed_detection,spur,,0.000000,,
light_08_spur_05_2_600.jpg,missed_detection,spur,,0.000000,,
light_08_spur_05_2_600.jpg,missed_detection,spur,,0.000000,,
light_08_spurious_copper_02_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_02_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_04_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_05_5_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_05_5_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_07_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_08_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_08_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_08_4_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_09_1_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_10_2_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_10_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_10_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_08_spurious_copper_10_3_600.jpg,missed_detection,spurious_copper,,0.000000,,
light_09_missing_hole_02_2_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_02_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_06_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_06_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_06_4_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_07_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_07_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_07_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_07_3_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_08_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_missing_hole_08_1_600.jpg,missed_detection,missing_hole,,0.000000,,
light_09_mouse_bite_02_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_mouse_bite_05_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_mouse_bite_05_1_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_mouse_bite_07_5_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_mouse_bite_07_5_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_mouse_bite_07_5_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_mouse_bite_10_2_600.jpg,missed_detection,mouse_bite,,0.000000,,
light_09_open_circuit_01_3_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_02_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_02_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_02_4_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_06_5_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_open_circuit_10_1_600.jpg,missed_detection,open_circuit,,0.000000,,
light_09_short_03_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_03_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_03_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_03_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_04_2_600.jpg,missed_detection,short,,0.000000,,
light_09_short_04_2_600.jpg,missed_detection,short,,0.000000,,
light_09_short_04_3_600.jpg,missed_detection,short,,0.000000,,
light_09_short_04_3_600.jpg,missed_detection,short,,0.000000,,
light_09_short_05_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_07_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_07_4_600.jpg,missed_detection,short,,0.000000,,
light_09_short_07_4_600.jpg,missed_detection,short,,0.000000,,
light_09_spur_01_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_01_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_01_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_01_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_01_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_03_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_03_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_03_5_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_05_1_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_05_1_600.jpg,missed_detection,spur,,0.000000,,
light_09_spur_05_1_600.jpg,missed_detection,spur,,0.000000,,
